report_id,date,location,asset,report_type,narrative,sif_label,sif_label_reason,source_event_code,source_nature,data_source,narrative_provenance,context_provenance,sector_provenance
OIL-546936-4355,2025-05-31,Kusijan,Workover Rig,Incident,"An employee was using a table saw when they contacted the saw blade, resulting in a severe laceration.",0,no high-energy mechanism identified (Struck against moving part of machinery ),Struck against moving part of machinery or equipment,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-604364-4356,2025-05-31,KG Basin - Kakinada,Pipeline Section,Incident,"A truck driver was on a platform, pulling a tarp on an asphalt load in a six-wheel dump truck. He fell from the platform to the ground and suffered broken ribs.",1,high-energy mechanism (Other fall to lower level  unspecified),Other fall to lower level  unspecified,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-608065-4357,2025-05-31,Duliajan,Central Workshop,Unsafe Act,A rural carrier delivering a parcel slipped and fell on the ice injuring his hip.,0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-630988-4358,2025-05-31,Digboi,LPG Plant,Near Miss,"An employee was descending the stairs in the boiler room. He reached the last stair before the landing and overstepped, causing his right knee to buckle. The employee sustained a torn patellar tendon that required surgery.",0,no high-energy mechanism identified (Climbing or stepping  up or down),Climbing or stepping  up or down,"Major tears to muscles, tendons, ligaments",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-715549-4359,2025-05-31,Tengakhat,Group Gathering Station,Unsafe Condition,"An employee was rolling up wire while cleaning a site when he was bitten by a spider on his leg, requiring hospitalization.",0,"low-energy mechanism (Bites and stings, unspecified)","Bites and stings, unspecified","Traumatic injuries and disorders, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-734192-4360,2025-05-31,Duliajan,Crude Oil Pump Station,Incident,"An employee was delivering mail when she slipped on wet pavement and impacted the ground, breaking her ankle.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-805157-4361,2025-05-31,Hapjan,Workover Rig,Unsafe Condition,"An employee stood on the second rung of a platform ladder while cutting a door opening. When he stepped off the ladder, he rolled and fractured his left ankle. He was hospitalized and had surgery.",0,no high-energy mechanism identified (Climbing or stepping up or down-single e),Climbing or stepping up or down-single episode,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-870327-4362,2025-05-31,Digboi,Crude Oil Pump Station,Near Miss,Two employees were offloading a 120-ton rough terrain crane from a lowboy trailer. The injured employee was deploying the ramps on the trailer when the co-worker unhooked the trailer and began to lower it. The injured employee's left foot was caught between the lowboy trailer and the ground. The injured employee sustained a severe laceration to the first and second toes.,0,no high-energy mechanism identified (Caught or wedged between objects  nonrun),Caught or wedged between objects  nonrunning,"Cuts, lacerations, punctures without injury to internal structures",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-931400-4363,2025-05-31,Digboi,Central Workshop,Near Miss,"An employee was pulling the hose on a concrete pump truck when they slipped, causing their leg to become caught in the step. The employee was hospitalized with a fractured leg.",0,"low-energy mechanism (Slip, trip, stumble on same level  without fall)","Slip, trip, stumble on same level  without fall",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-971370-4364,2025-05-31,Duliajan,Central Workshop,Unsafe Act,"An employee was changing the arm controller tensioner on a machine. As he pulled his right hand back, it struck a guard, which lacerated the back of the hand.",0,"no high-energy mechanism identified (Struck against object or equipment, unsp)","Struck against object or equipment, unspecified","Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-974362-4365,2025-05-31,Tengakhat,Pipeline Section,Unsafe Act,An employee was walking behind a milling machine when it unexpectedly moved backwards and struck the employee. The employee suffered fractures to the right foot and ankle.,0,"no high-energy mechanism identified (Pedestrian vehicular incident, unspecifi)","Pedestrian vehicular incident, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-155721-4366,2025-06-01,Duliajan,Central Workshop,Unsafe Condition,"An employee was using a manual crimping tool to bend scrap coils. While using an upward pulling motion to crimp the clip, he felt pain in his abdomen and suffered a right-side abdominal hernia.",0,"low-energy mechanism (Overexertion in pushing, pulling, or turning-sin)","Overexertion in pushing, pulling, or turning-single episode",Hernias due to traumatic incidents,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-172602-4367,2025-06-01,Digboi,LPG Plant,Near Miss,An employee was walking on plant property when he slipped on wet fly ash and fell resulting in a fibula and tibia fracture.,0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-211485-4368,2025-06-01,Tengakhat,Pipeline Section,Unsafe Act,"Two employees were using a forklift to lift a chemical tote bag that was being used to blend chemicals together. A chemical reaction occurred, causing the chemicals in the tote bag to spill out over the top of the tote and onto the employees who were underneath. Both employees were hospitalized with chemical burns.",0,"no high-energy mechanism identified (Exposure through intact skin, eyes, or o)","Exposure through intact skin, eyes, or other exposed tissue","Chemical burns and corrosions, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-242979-4369,2025-06-01,Duliajan,Oil Collecting Station,Near Miss,"A delivery driver from another company delivered a tanker load of hot oil emulsion for asphalt to the facility. The driver arrived onsite and hooked up a hose up from the tanker to the facility's pump. The pump feeds the emulsion to a storage tank. The driver opened the valve on the tanker and turned on the pump. The driver did not open the valve leading to the storage tank. The pump started making loud noises. The driver closed valve from the tanker. A Midland Asphalt Materials, Inc. site employee came out of an office to hit the emergency stop switch for the pump. At that time, the hose ruptured, spraying the two employees with the hot oil emulsion material. The temperature of the hot oil emulsion material is approximately 320 degrees Fahrenheit. The Midland Asphalt Materials, Inc. employee sustained second degree burns to the face and hand.",1,high-energy mechanism (Contact with hot objects or substances),Contact with hot objects or substances,Third or fourth degree heat (thermal) burns,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-405165-4370,2025-06-01,KG Basin - Kakinada,Gas Compressor Station,Incident,"An employee was working on a centrifuge on top of a centrifuge stand. The employee lost footing while stepping down from the centrifuge and fell backward into the handrails. The hand rails gave out, causing the employee to fall approximately 12 to 15 feet to the ground. The employee suffered bruised muscles and a pinched nerve in the buttocks.",1,high-energy mechanism (Other fall to lower level 11 to 15 feet),Other fall to lower level 11 to 15 feet,Pinched nerve,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-457944-4371,2025-06-01,Duliajan,Central Workshop,Near Miss,"A truck driver backed up to a door at a front dock. He alighted from the truck and proceeded to the dock area. He then engaged the dock plate lever, but the transition plate did not flip up. The driver then went into his truck, secured a strap, attached it to the lip of the dock plate and pulled back. He lost balance, slipped and fell back, using his right hand to break his fall. He sustained a fractured right wrist.",0,"low-energy mechanism (Fall on same level, n.e.c.)","Fall on same level, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-495653-4372,2025-06-01,Tengakhat,Group Gathering Station,Incident,"The cap blew off a camlock, striking and breaking an employee's right hand.",1,"high-energy mechanism (Struck by dislodged flying object, particle)","Struck by dislodged flying object, particle",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-498234-4373,2025-06-01,KG Basin - Kakinada,Well Head,Incident,"An employee was standing between an RCD pipe and a loader with forks on it when the pipe rolled and pinned the employee to the loader, crushing and fracturing his leg.",0,no high-energy mechanism identified (Struck by object or equipment rolling fr),Struck by object or equipment rolling freely,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-581767-4374,2025-06-01,Kusijan,Drilling Rig,Incident,An employee was holding a handheld drill in one hand and using his other hand to place a bit in the drill when it unexpectedly energized. The glove he was wearing twisted around the drill and his left fourth fingertip was amputated. His fifth finger sustained a laceration that required stitches.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,Amputations,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-658173-4375,2025-06-01,Duliajan,Crude Oil Pump Station,Unsafe Condition,"An employee was struck by a 7-foot-high bakers scaffold, suffering a compound fracture to his leg.",0,"no high-energy mechanism identified (Struck by object or equipment, unspecifi)","Struck by object or equipment, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-662912-4376,2025-06-01,Baghjan,Workover Rig,Incident,"An employee was activating a coding machine when its chain and sprocket caught his right hand, resulting in the amputation of the distal joint of his right middle finger.",1,high-energy mechanism (Caught in running equipment or machinery during ),Caught in running equipment or machinery during regular operation,Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-762839-4377,2025-06-01,Baghjan,Drilling Rig,Unsafe Act,"Employees were working to remove and change the air swivel on the down the hole hammer (DTH) machine. They were using a 60"" pipe wrench weighing 60lbs. to loosen the drill steel by over-torqueing the pipe wrench and wedging it against the mast while rotating the drill steel in a counter direction. After some attempts, the DTH operator approached to help Employee 2. The drill then rotated and the pipe wrench contacted the right side of Employee 2's face, knocking him to the ground. The wrench then struck the DTH operator on the hard hat. Both employees were taken to the hospital. The DTH operator was released from the hospital after an evaluation. Employee 2 was hospitalized with multiple fractures to his jaw and cheek bone on the right side of the face.",1,"high-energy mechanism (Struck by swinging or slipping object, other tha)","Struck by swinging or slipping object, other than handheld, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-810625-4378,2025-06-01,Baghjan,Drilling Rig,Unsafe Condition,"An employee was helping to direct a traveling block off the ground. As the block was being raised, his left foot was caught between it and a well head, and was lacerated and broken.",1,high-energy mechanism (Caught in running equipment or machinery during ),Caught in running equipment or machinery during regular operation,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-816795-4379,2025-06-01,Duliajan,Oil Collecting Station,Unsafe Condition,An employee was shocked while checking a breaker with a meter. The employee sustained a burn to their left middle finger.,1,high-energy mechanism (Exposure to electricity  unspecified),Exposure to electricity  unspecified,Electrical burns and electrocution,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-877221-4380,2025-06-01,Jorajan,Workover Rig,Near Miss,An employee was using a crack cleaning machine equipped with a wire brush to remove grass and debris from cracks in the roadway. The employee was hospitalized for heat exhaustion after experiencing muscle cramps.,0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Heat exhaustion, prostration",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-992449-4381,2025-06-01,Shalmari,Oil Collecting Station,Unsafe Condition,"An employee became sick after getting home from work. He was hospitalized, suffering from heat-related dehydration.",0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Effects of heat and light, n.e.c.",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-322867-4382,2025-06-02,Naharkatiya,Group Gathering Station,Unsafe Act,"An employee was assisting a co-worker to lift a handicap passenger into their seat on board a 737 aircraft. After bending over and lifting the passenger's feet, the employee indicated her back was hurting.",0,low-energy mechanism (Overexertion in lifting-single episode),Overexertion in lifting-single episode,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-345422-4383,2025-06-02,Duliajan,Crude Oil Pump Station,Unsafe Condition,"An employee was assisting with services related to cementing (closing) an oil well when a valve detached from the wellhead under pressure. Part of the valve hit the employee's legs, fracturing the left tibia and fibula.",1,"high-energy mechanism (Struck by dislodged flying object, particle)","Struck by dislodged flying object, particle",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-403887-4384,2025-06-02,Digboi,LPG Plant,Unsafe Condition,An employee was tripping out rods on a servicing rig when his hand was caught above the rod transfer case near the swivel. His right arm was then caught and fractured on the rod transfer.,1,"high-energy mechanism (Caught in or compressed by equipment or objects,)","Caught in or compressed by equipment or objects, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-414678-4385,2025-06-02,Makum,Crude Oil Pump Station,Unsafe Act,An employee was working below a rig platform. A rod transfer device was dropped from the platform and struck the employee in the face. The employee sustained a fracture jaw and other facial bones.,1,"high-energy mechanism (Struck by falling object or equipment, unspecifi)","Struck by falling object or equipment, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-507564-4386,2025-06-02,Jaisalmer - Tanot,Gas Compressor Station,Near Miss,An employee was walking on caster decking when they tripped and fell onto the decking. The employee sustained two fractures in their left wrist and a laceration and fracture to their right knee cap.,0,low-energy mechanism (Fall on same level due to slip or trip),Fall on same level due to slip or trip,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-546833-4387,2025-06-02,Hapjan,Workover Rig,Near Miss,"An employee was delivering packages at a customer's location when he was assaulted by five youths, suffering lacerations, contusions, and a broken jaw.",0,"no high-energy mechanism identified (Hitting, kicking, beating, shoving)","Hitting, kicking, beating, shoving",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-582339-4388,2025-06-02,Jaisalmer - Tanot,Gas Compressor Station,Unsafe Condition,An employee was cutting open a bundle of wooden studs with a knife and severed an artery in his left wrist resulting in hospitalization.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-585561-4389,2025-06-02,Digboi,LPG Plant,Unsafe Act,An employee was pushing a cart containing parts when her heel caught on something. She fell on her left hip and required surgery.,0,"low-energy mechanism (Fall on same level due to tripping, n.e.c.)","Fall on same level due to tripping, n.e.c.","Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-594067-4390,2025-06-02,Naharkatiya,Well Head,Unsafe Act,"An employee fell while walking along a corridor, suffering a broken kneecap.",0,"low-energy mechanism (Fall on same level, unspecified)","Fall on same level, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-656408-4391,2025-06-02,Duliajan,Central Workshop,Unsafe Act,"An employee was using a 9-inch grinder to remove the coating from a concrete surface. The grinder blade broke and a fragment of the blade struck their right leg above the knee, resulting in a laceration and multiple fractures. The employee was hospitalized.",0,no high-energy mechanism identified (Struck by dislodged or detached object(s),Struck by dislodged or detached object(s),"Fractures and surface, flesh wounds",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-664895-4392,2025-06-02,Hapjan,Group Gathering Station,Near Miss,"An employee was transferring sulfuric acid from a railcar to a cargo tank trailer. When the railcar was empty, the employee removed the product transfer hose. While removing the valve fitting, sulfuric acid (in the form of a mist) sprayed out and contacted the employee's face and upper torso. The employee was hospitalized for chemical burns.",0,"no high-energy mechanism identified (Exposure through intact skin, eyes, or o)","Exposure through intact skin, eyes, or other exposed tissue","Chemical burns and corrosions, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-679564-4393,2025-06-02,Moran,Well Head,Unsafe Condition,The injured employee was watching another employee utilize a drill reamer. The injured employee slipped or fell into the hole being reamed and contacted the drill reamer. The employee suffered a foot amputation.,1,"high-energy mechanism (Other fall to lower level, unspecified)","Other fall to lower level, unspecified",Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-683748-4394,2025-06-02,Digboi,LPG Plant,Unsafe Condition,"An employee was reaching over piping when he lost his footing and fell over the piping. While falling, he used his left hand to break his fall. His hand was then caught and fractured between two pipes.",0,"no high-energy mechanism identified (Fall, slip, trip, unspecified)","Fall, slip, trip, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-733814-4395,2025-06-02,Naharkatiya,Well Head,Near Miss,An employee's hand was inside a derrick girder when his hand was struck and fractured by the rig's top drive.,1,"high-energy mechanism (Caught in running equipment or machinery, unspec)","Caught in running equipment or machinery, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-818692-4396,2025-06-02,Digboi,Crude Oil Pump Station,Near Miss,"Employees were lifting a BOP using a forklift to work on the bottom of the BOP. While the BOP was suspended by the forklift, the injured employee placed his hand on the forks. The BOP rolled backwards, catching and amputating his left pinky fingertip between the heavy equipment and the fork.",1,high-energy mechanism (Compressed or pinched by shifting objects or equ),Compressed or pinched by shifting objects or equipment,Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-920162-4397,2025-06-02,Kusijan,Workover Rig,Unsafe Condition,"An employee was operating a sand blaster when the sand blaster whip hose fell. The blast media penetrated the employee's sand blast suit and lacerated the employee's forearm, requiring hospitalization.",0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-979047-4398,2025-06-02,Duliajan,Oil Collecting Station,Near Miss,"An employee was using a 4"" angle grinder to cut a steel plate. The grinder kicked back, striking the employee's right knee.",0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-218973-4399,2025-06-03,Duliajan,Central Workshop,Unsafe Act,An employee was bucking a tree branch when their arm contacted the chainsaw. The employee sustained an injury requiring stitches and hospitalization.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-302450-4400,2025-06-03,Makum,Pipeline Section,Unsafe Act,"On the loading dock, an employee was pulling freight out of a trailer using a pallet jack. The freight container broke, causing the employee to slip and fall. The employee sustained a fractured hip.",0,low-energy mechanism (Fall on same level  n.e.c.),Fall on same level  n.e.c.,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-303858-4401,2025-06-03,Baghjan,Well Head,Unsafe Condition,"An employee was removing a steel plate to deliver materials. A pin fell out of the steel plate and the plate fell onto the employee's lower body. The employee sustained a broken leg, pelvis, ribs, and arm.",1,"high-energy mechanism (Struck by falling object or equipment, unspecifi)","Struck by falling object or equipment, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-414623-4402,2025-06-03,Jaisalmer - Tanot,Drilling Rig,Unsafe Act,An employee was on the rig floor pulling rod. A bolt sheered off the strong arm which came down and struck the employee in the chest. The employee was hospitalized for a fractured sternum and internal injuries to the spleen and colon.,1,lethal-capable energy implied by injury nature (Multiple severe wounds and internal inju),Struck by dislodged or detached object(s),Multiple severe wounds and internal injuries,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-464673-4403,2025-06-03,Digboi,LPG Plant,Incident,"An employee was rigging up an I-beam with a jib attachment and a lifting hook on the bottom side. His left pinky finger was caught in a pinch point between the jib and the hook when the signal was given to move the I-beam, amputating his fingertip.",1,high-energy mechanism (Compressed or pinched by shifting objects or equ),Compressed or pinched by shifting objects or equipment,Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-466484-4404,2025-06-03,Chabua,Crude Oil Pump Station,Unsafe Act,"An employee was opening the oil tank hatch when a spark ignited the material inside the tank. The employee sustained burns to the face, back and hands.",1,"high-energy mechanism (Ignition of vapors, gases, or liquids)","Ignition of vapors, gases, or liquids","Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-477790-4405,2025-06-03,Tengakhat,Pipeline Section,Unsafe Condition,"An employee was drinking water by a water fountain when she slipped, lost her balance, and fell to the floor, fracturing her leg.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-576985-4406,2025-06-03,Makum,Pipeline Section,Unsafe Act,An employee attempted to close a gap on an angle by applying pressure with a chain. The chain he was using to pull the two pieces together slipped and struck him in the face. He was later hospitalized.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-765199-4407,2025-06-03,Dikom,Well Head,Unsafe Act,"On July 13, 2018, an employee felt ill after inspecting a boom lift. The employee was hospitalized for dehydration.",0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Effects of heat and light, n.e.c.",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-770607-4408,2025-06-03,Jorajan,Workover Rig,Unsafe Act,"An employee was walking from the sawmill to the pallet plant when they slipped on mud and fell to the ground, resulting in a broken leg.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-804938-4409,2025-06-03,Digboi,LPG Plant,Unsafe Act,"An employee was working on a compressor panel when they lost consciousness due to heat stress, causing the employee to fall to the ground. They sustained five rib fractures and were hospitalized.",0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,Heat syncope,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-844949-4410,2025-06-03,Jaisalmer - Tanot,Well Head,Near Miss,"An employee was working on a water well when he was caught in a winch line and fell, fracturing his ribs.",0,"no high-energy mechanism identified (Fall, slip, trip, unspecified)","Fall, slip, trip, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-947651-4411,2025-06-03,Shalmari,Group Gathering Station,Unsafe Act,"An employee was closing bay doors when they slipped on wet grates and fell to the floor, resulting in a broken left leg.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-947651-4412,2025-06-03,Shalmari,Group Gathering Station,Unsafe Act,"On October 29, 2022, an employee was walking through the dewatering area when they slipped in a puddle of water and fell, resulting in a fractured right hip.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-231254-4413,2025-06-04,Digboi,Crude Oil Pump Station,Unsafe Act,"An employee was walking behind a track hoe when it struck the employee's right foot, breaking the third, fourth, and fifth toes and the metatarsals.",0,no high-energy mechanism identified (Nonclassifiable),Nonclassifiable,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-274099-4414,2025-06-04,Chabua,Crude Oil Pump Station,Unsafe Act,"An employee was pulling poly film off a roll when the poly film gave way and the employee fell backward to the concrete floor, suffering a fractured hip.",0,"low-energy mechanism (Fall on same level, n.e.c.)","Fall on same level, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-279670-4415,2025-06-04,Digboi,LPG Plant,Near Miss,An employee complained of chest pains and shortness of breath during a training exercise at the fire training research center.,0,"low-energy mechanism (Overexertion and bodily reaction, unspecified)","Overexertion and bodily reaction, unspecified","Nonspecified injuries and disorders, n.e.c.",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-309624-4416,2025-06-04,Baghjan,Drilling Rig,Near Miss,"An employee slipped on a wet floor while walking through a break room, falling to the floor and breaking her kneecap.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-321717-4417,2025-06-04,Tengakhat,Pipeline Section,Near Miss,"The injured employee was part of a crew that was replacing an old elevator. The injured employee and a co-worker used a drywall dolly to take the old elevator base platform to a dumpster. When they were putting the base platform in the dumpster, it slipped and pinned the injured employee s finger against the dumpster. The employee sustained a severe laceration and required surgery for a tendon in his left index finger.",0,no high-energy mechanism identified (Injured by object handled by person  n.e),Injured by object handled by person  n.e.c.,"Cuts, lacerations, punctures without injury to internal structures",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-343724-4418,2025-06-04,Digboi,Central Workshop,Unsafe Act,An employee was moving items from one vehicle to another and stepped into a hole and fractured their lower leg.,1,"high-energy mechanism (Fall through surface or existing opening, unspec)","Fall through surface or existing opening, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-363653-4419,2025-06-04,Jaisalmer - Tanot,Gas Compressor Station,Near Miss,"An employee was walking, tripped over an anchored stop plate for equipment and fell breaking their left femur.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-433809-4420,2025-06-04,Duliajan,Crude Oil Pump Station,Unsafe Act,"An employee was working on a metal press when the die broke and his head lunged forward, striking the equipment. He suffered a laceration requiring stitches.",0,"no high-energy mechanism identified (Struck against object or equipment, unsp)","Struck against object or equipment, unspecified","Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-453764-4421,2025-06-04,Jorajan,Oil Collecting Station,Unsafe Act,"On July 10, 2024, an employee became overheated while working outdoors to install electrical services. The employee was hospitalized with dehydration.",0,low-energy mechanism (Exposure to environmental heat  outdoor),Exposure to environmental heat  outdoor,Effects of heat  n.e.c.,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-521567-4422,2025-06-04,Naharkatiya,Group Gathering Station,Near Miss,"An employee was using a table saw when it deeply lacerated the employee's left forearm, requiring surgery.",0,no high-energy mechanism identified (Struck against moving part of machinery ),Struck against moving part of machinery or equipment,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-614084-4423,2025-06-04,Barekuri,Group Gathering Station,Unsafe Act,"As an employee was stepping down from a step ladder, their right middle finger got caught between the employee's tool holder and the ladder. The employee's fingernail was removed and the finger was fractured. The employee was hospitalized.",0,"no high-energy mechanism identified (Contact with objects and equipment, unsp)","Contact with objects and equipment, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-694058-4424,2025-06-04,Hapjan,Group Gathering Station,Unsafe Act,An employee was run over by a telehandler. The employee suffered a broken pelvis and was hospitalized.,1,"high-energy mechanism (Pedestrian struck by vehicle in nonroadway area,)","Pedestrian struck by vehicle in nonroadway area, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-695607-4425,2025-06-04,Dikom,Drilling Rig,Unsafe Act,An employee was installing insulation in an attic and sustained heat stroke.,0,low-energy mechanism (Exposure to environmental heat  indoor),Exposure to environmental heat  indoor,"Heat stroke, syncope",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-701907-4426,2025-06-04,Chabua,Crude Oil Pump Station,Unsafe Act,"An employee was washing out a hydrovac truck at a dump site. While holding the high pressure hose, he was pushed back but his feet were stuck in the mud so he fell back and lost control of the high pressure hose. High pressure water shot through his right forearm.",0,"low-energy mechanism (Fall on same level, n.e.c.)","Fall on same level, n.e.c.","Puncture wounds, except gunshot wounds",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-718463-4427,2025-06-04,Jorajan,Oil Collecting Station,Unsafe Condition,An employee was going on break after operating a multi-purpose compactor. They tripped over a dirt clod and fell against the compactor. The employee sustained a cracked rib and had a seizure resulting in hospitalization.,0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-727214-4428,2025-06-04,Shalmari,Group Gathering Station,Unsafe Act,"On March 30, 2021, an employee walked across an insulated concrete blanket at a work site. He slipped and fell on the blanket, suffering a femur fracture above the right knee, and was hospitalized.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
